i,P[|B_i| >= 1]
132,0.000119000000000000005838211858399944276243331842124462127686
133,0.000105000000000000004354155924701785806973930448293685913086
134,0.000092000000000000000071991024253037494418094865977764129639
135,0.000086000000000000003308117668687771129043539986014366149902
136,0.000072000000000000001824061734989612659774138592183589935303
137,0.000062999999999999999901988123607310399165726266801357269287
138,0.000057000000000000003138114768042044033791171386837959289551
139,0.000051999999999999996799868867691785112583602312952280044556
140,0.000043999999999999998855949867593295721235335804522037506104
141,0.000038999999999999999293967545277439512574346736073493957520
142,0.000031999999999999998551939578428360277939646039158105850220
143,0.000030000000000000000760025722912338608239224413409829139709
144,0.000027999999999999999579980078379115582265512784942984580994
145,0.000026999999999999998989957256112504069278656970709562301636
146,0.000023000000000000000017997756063259373604523716494441032410
147,0.000021999999999999999427974933796647860617667902261018753052
148,0.000019000000000000001046038256014014677930390462279319763184
149,0.000015999999999999999275969789214180138969823019579052925110
150,0.000012999999999999999199967216922946278145900578238070011139
151,0.000006999999999999999894995019594778895566378196235746145248
152,0.000006999999999999999894995019594778895566378196235746145248
153,0.000006000000000000000152005144582467721647844882681965827942
154,0.000005000000000000000409015269570156547729311569128185510635
155,0.000003999999999999999818992447303545034742455754894763231277
156,0.000003999999999999999818992447303545034742455754894763231277
157,0.000003000000000000000076002572291233860823922441340982913971
158,0.000003000000000000000076002572291233860823922441340982913971
159,0.000000999999999999999954748111825886258685613938723690807819
160,0.000000999999999999999954748111825886258685613938723690807819
161,0.000000999999999999999954748111825886258685613938723690807819
162,0.000000999999999999999954748111825886258685613938723690807819
163,0.000000999999999999999954748111825886258685613938723690807819
164,0.000000999999999999999954748111825886258685613938723690807819
165,0.000000999999999999999954748111825886258685613938723690807819
166,0.000000999999999999999954748111825886258685613938723690807819
167,0.000000000000000000000000000000000000000000000000000000000000
