i,P[|B_i| >= 1]
1112,0.000030000000000000000760025722912338608239224413409829139709
1113,0.000030000000000000000760025722912338608239224413409829139709
1114,0.000030000000000000000760025722912338608239224413409829139709
1115,0.000030000000000000000760025722912338608239224413409829139709
1116,0.000030000000000000000760025722912338608239224413409829139709
1117,0.000030000000000000000760025722912338608239224413409829139709
1118,0.000030000000000000000760025722912338608239224413409829139709
1119,0.000030000000000000000760025722912338608239224413409829139709
1120,0.000030000000000000000760025722912338608239224413409829139709
1121,0.000030000000000000000760025722912338608239224413409829139709
1122,0.000020000000000000001636061078280626190917246276512742042542
1123,0.000020000000000000001636061078280626190917246276512742042542
1124,0.000020000000000000001636061078280626190917246276512742042542
1125,0.000020000000000000001636061078280626190917246276512742042542
1126,0.000020000000000000001636061078280626190917246276512742042542
1127,0.000020000000000000001636061078280626190917246276512742042542
1128,0.000020000000000000001636061078280626190917246276512742042542
1129,0.000020000000000000001636061078280626190917246276512742042542
1130,0.000020000000000000001636061078280626190917246276512742042542
1131,0.000020000000000000001636061078280626190917246276512742042542
1132,0.000020000000000000001636061078280626190917246276512742042542
1133,0.000020000000000000001636061078280626190917246276512742042542
1134,0.000010000000000000000818030539140313095458623138256371021271
1135,0.000010000000000000000818030539140313095458623138256371021271
1136,0.000010000000000000000818030539140313095458623138256371021271
1137,0.000010000000000000000818030539140313095458623138256371021271
1138,0.000010000000000000000818030539140313095458623138256371021271
1139,0.000010000000000000000818030539140313095458623138256371021271
1140,0.000010000000000000000818030539140313095458623138256371021271
1141,0.000010000000000000000818030539140313095458623138256371021271
1142,0.000010000000000000000818030539140313095458623138256371021271
1143,0.000010000000000000000818030539140313095458623138256371021271
1144,0.000010000000000000000818030539140313095458623138256371021271
1145,0.000010000000000000000818030539140313095458623138256371021271
1146,0.000010000000000000000818030539140313095458623138256371021271
1147,0.000010000000000000000818030539140313095458623138256371021271
1148,0.000010000000000000000818030539140313095458623138256371021271
1149,0.000010000000000000000818030539140313095458623138256371021271
1150,0.000010000000000000000818030539140313095458623138256371021271
1151,0.000010000000000000000818030539140313095458623138256371021271
1152,0.000010000000000000000818030539140313095458623138256371021271
1153,0.000010000000000000000818030539140313095458623138256371021271
1154,0.000010000000000000000818030539140313095458623138256371021271
1155,0.000010000000000000000818030539140313095458623138256371021271
1156,0.000010000000000000000818030539140313095458623138256371021271
1157,0.000010000000000000000818030539140313095458623138256371021271
1158,0.000010000000000000000818030539140313095458623138256371021271
1159,0.000010000000000000000818030539140313095458623138256371021271
1160,0.000010000000000000000818030539140313095458623138256371021271
1161,0.000010000000000000000818030539140313095458623138256371021271
1162,0.000010000000000000000818030539140313095458623138256371021271
1163,0.000010000000000000000818030539140313095458623138256371021271
1164,0.000010000000000000000818030539140313095458623138256371021271
1165,0.000010000000000000000818030539140313095458623138256371021271
1166,0.000010000000000000000818030539140313095458623138256371021271
1167,0.000010000000000000000818030539140313095458623138256371021271
1168,0.000010000000000000000818030539140313095458623138256371021271
1169,0.000010000000000000000818030539140313095458623138256371021271
1170,0.000010000000000000000818030539140313095458623138256371021271
1171,0.000010000000000000000818030539140313095458623138256371021271
1172,0.000010000000000000000818030539140313095458623138256371021271
1173,0.000010000000000000000818030539140313095458623138256371021271
1174,0.000010000000000000000818030539140313095458623138256371021271
1175,0.000010000000000000000818030539140313095458623138256371021271
1176,0.000010000000000000000818030539140313095458623138256371021271
1177,0.000010000000000000000818030539140313095458623138256371021271
1178,0.000010000000000000000818030539140313095458623138256371021271
1179,0.000010000000000000000818030539140313095458623138256371021271
1180,0.000010000000000000000818030539140313095458623138256371021271
1181,0.000010000000000000000818030539140313095458623138256371021271
1182,0.000010000000000000000818030539140313095458623138256371021271
1183,0.000010000000000000000818030539140313095458623138256371021271
1184,0.000010000000000000000818030539140313095458623138256371021271
1185,0.000010000000000000000818030539140313095458623138256371021271
1186,0.000010000000000000000818030539140313095458623138256371021271
1187,0.000010000000000000000818030539140313095458623138256371021271
1188,0.000010000000000000000818030539140313095458623138256371021271
1189,0.000010000000000000000818030539140313095458623138256371021271
1190,0.000010000000000000000818030539140313095458623138256371021271
1191,0.000010000000000000000818030539140313095458623138256371021271
1192,0.000010000000000000000818030539140313095458623138256371021271
1193,0.000010000000000000000818030539140313095458623138256371021271
1194,0.000010000000000000000818030539140313095458623138256371021271
1195,0.000010000000000000000818030539140313095458623138256371021271
1196,0.000010000000000000000818030539140313095458623138256371021271
1197,0.000010000000000000000818030539140313095458623138256371021271
1198,0.000010000000000000000818030539140313095458623138256371021271
1199,0.000010000000000000000818030539140313095458623138256371021271
1200,0.000010000000000000000818030539140313095458623138256371021271
1201,0.000010000000000000000818030539140313095458623138256371021271
1202,0.000010000000000000000818030539140313095458623138256371021271
1203,0.000010000000000000000818030539140313095458623138256371021271
1204,0.000010000000000000000818030539140313095458623138256371021271
1205,0.000010000000000000000818030539140313095458623138256371021271
1206,0.000010000000000000000818030539140313095458623138256371021271
1207,0.000010000000000000000818030539140313095458623138256371021271
1208,0.000010000000000000000818030539140313095458623138256371021271
1209,0.000010000000000000000818030539140313095458623138256371021271
1210,0.000010000000000000000818030539140313095458623138256371021271
1211,0.000010000000000000000818030539140313095458623138256371021271
1212,0.000010000000000000000818030539140313095458623138256371021271
1213,0.000010000000000000000818030539140313095458623138256371021271
1214,0.000010000000000000000818030539140313095458623138256371021271
1215,0.000010000000000000000818030539140313095458623138256371021271
1216,0.000010000000000000000818030539140313095458623138256371021271
1217,0.000010000000000000000818030539140313095458623138256371021271
1218,0.000010000000000000000818030539140313095458623138256371021271
1219,0.000010000000000000000818030539140313095458623138256371021271
1220,0.000010000000000000000818030539140313095458623138256371021271
1221,0.000010000000000000000818030539140313095458623138256371021271
1222,0.000010000000000000000818030539140313095458623138256371021271
1223,0.000010000000000000000818030539140313095458623138256371021271
1224,0.000010000000000000000818030539140313095458623138256371021271
1225,0.000010000000000000000818030539140313095458623138256371021271
1226,0.000010000000000000000818030539140313095458623138256371021271
1227,0.000010000000000000000818030539140313095458623138256371021271
1228,0.000010000000000000000818030539140313095458623138256371021271
1229,0.000010000000000000000818030539140313095458623138256371021271
1230,0.000010000000000000000818030539140313095458623138256371021271
1231,0.000010000000000000000818030539140313095458623138256371021271
1232,0.000010000000000000000818030539140313095458623138256371021271
1233,0.000010000000000000000818030539140313095458623138256371021271
1234,0.000010000000000000000818030539140313095458623138256371021271
1235,0.000010000000000000000818030539140313095458623138256371021271
1236,0.000010000000000000000818030539140313095458623138256371021271
1237,0.000010000000000000000818030539140313095458623138256371021271
1238,0.000010000000000000000818030539140313095458623138256371021271
1239,0.000010000000000000000818030539140313095458623138256371021271
1240,0.000010000000000000000818030539140313095458623138256371021271
1241,0.000010000000000000000818030539140313095458623138256371021271
1242,0.000010000000000000000818030539140313095458623138256371021271
1243,0.000010000000000000000818030539140313095458623138256371021271
1244,0.000010000000000000000818030539140313095458623138256371021271
1245,0.000010000000000000000818030539140313095458623138256371021271
1246,0.000010000000000000000818030539140313095458623138256371021271
1247,0.000010000000000000000818030539140313095458623138256371021271
1248,0.000010000000000000000818030539140313095458623138256371021271
1249,0.000010000000000000000818030539140313095458623138256371021271
1250,0.000010000000000000000818030539140313095458623138256371021271
1251,0.000010000000000000000818030539140313095458623138256371021271
1252,0.000010000000000000000818030539140313095458623138256371021271
1253,0.000000000000000000000000000000000000000000000000000000000000
