i,|B_i|/n
79,0.002589699999999999955550139540960685735626611858606338501
80,0.002549299999999999884956998832952201894386234926059842110
81,0.002511099999999999979647486922362809025344176916405558586
82,0.002476000000000000095479396958197959577319124946370720863
83,0.002436899999999999910795618271452944725297129480168223381
84,0.002401699999999999807356399275648506375091528752818703651
85,0.002365700000000000067330516162478204478247789666056632996
86,0.002329899999999999918813943858286741317442647414281964302
87,0.002297700000000000040761491404417427020234754309058189392
88,0.002266500000000000237837961131193154074026097077876329422
89,0.002232900000000000254605017624420781885419273748993873596
90,0.002201299999999999998113444851788322864649671828374266624
91,0.002168000000000000249177414812784547848423244431614875793
92,0.002138599999999999734452997210421010265690711094066500664
93,0.002107999999999999976606820245583762130081595387309789658
94,0.002077299999999999999489514249106925092291930923238396645
95,0.002051100000000000148694121251957689366918202722445130348
96,0.002026000000000000168782305839942914360563008813187479973
97,0.001996200000000000047522792992471529771592031465843319893
98,0.001971900000000000127714115324972787846036226255819201469
99,0.001945899999999999868428033136802390856701094890013337135
100,0.001920500000000000077735777884169188212126755388453602791
101,0.001898199999999999884668470950810359454408171586692333221
102,0.001875400000000000077553176554279179555351220187731087208
103,0.001854900000000000019717929546081425229431260959245264530
104,0.001832700000000000045921751644362185373893225914798676968
105,0.001810399999999999852854444711003356616174642113037407398
106,0.001791299999999999900199688755708660181653613108210265636
107,0.001771199999999999872416010619768922396133348229341208935
108,0.001749899999999999966235862680630219756494625471532344818
109,0.001728100000000000022491253651168996441356284776702523232
110,0.001710800000000000205068557621035374438633880345150828362
111,0.001693299999999999949103603527622574631550378398969769478
112,0.001676400000000000161732476369746969169227668317034840584
113,0.001659000000000000125038651307973758264324715128168463707
114,0.001641099999999999839022128342302941916841518832370638847
115,0.001625000000000000111754138928943369535318197449669241905
116,0.001608599999999999938430999234240115214333854964934289455
117,0.001590899999999999879198497518273391904131131013855338097
118,0.001575500000000000204520753631365348468307274742983281612
119,0.001559100000000000031197613936662094147322932258248329163
120,0.001545799999999999879015896188383383247355595813132822514
121,0.001531500000000000075221729886609800530550273833796381950
122,0.001513600000000000000963443734514068950147702707909047604
123,0.001498099999999999895256334002391351845062672509811818600
124,0.001484099999999999902242607541236196766476496122777462006
125,0.001468800000000000023319519058817572698671938269399106503
126,0.001454600000000000015280008161533409349885914707556366920
127,0.001442399999999999945740104811964243936017737723886966705
128,0.001424800000000000105778732127637109527995562530122697353
129,0.001411899999999999983648583251616415168427920434623956680
130,0.001397599999999999968096180136267747684541973285377025604
131,0.001383599999999999975082453675112592605955796898342669010
132,0.001371000000000000087249218266860495418768550734966993332
133,0.001358199999999999972631961608904305194300832226872444153
134,0.001343500000000000138786226434872705937095815897919237614
135,0.001329100000000000115720931101459534318109945161268115044
136,0.001316799999999999826909898720250780002061219420284032822
137,0.001303099999999999856434848913289137328774813795462250710
138,0.001291700000000000058756320121811089762786650680936872959
139,0.001281799999999999950254700974150434689136091037653386593
140,0.001269499999999999873201905406516765140167990466579794884
141,0.001259299999999999953919846418237682428298285230994224548
142,0.001247999999999999951995973031249054230329420533962547779
143,0.001237800000000000032713914042969971518459715298376977444
144,0.001227499999999999894160726023051299904409461305476725101
145,0.001218100000000000034981804779288250273339144769124686718
146,0.001209099999999999994096215594208132415587897412478923798
147,0.001199500000000000119891509914316074514317733701318502426
148,0.001190199999999999844709007261467359484186090412549674511
149,0.001181600000000000045633223762220342933915162575431168079
150,0.001173300000000000057337880103591754021863380330614745617
151,0.001164600000000000038990967572705148569411903736181557178
152,0.001156500000000000065721408350205567927559968666173517704
153,0.001147900000000000054887388037383466610208415659144520760
154,0.001139300000000000044053367724561365292856862652115523815
155,0.001131399999999999874051356124615708154124149587005376816
156,0.001122500000000000052436895971175179198553450987674295902
157,0.001113500000000000011551306786095061340802203631028532982
158,0.001103000000000000069730571143622466223632727633230388165
159,0.001095399999999999922267236197870321490199785330332815647
160,0.001086299999999999873868754794725699497348614386282861233
161,0.001077999999999999885573411136097110585296832141466438770
162,0.001069899999999999912303851913597529943444897071458399296
163,0.001062700000000000006650322653678486517492274288088083267
164,0.001055599999999999896751448798248862459558949922211468220
165,0.001045399999999999977469389809969779747689244686625897884
166,0.001037800000000000041764291677792719781336927553638815880
167,0.001029300000000000038443163583035122599085298134014010429
168,0.001021000000000000050147819924406533687033515889197587967
169,0.001013400000000000114442721792229473720681198756210505962
170,0.001007100000000000064646985681315882743547263089567422867
171,0.001001000000000000029877034006531300036613174597732722759
172,0.000994099999999999935003944587230684248879697406664490700
173,0.000986299999999999984273062018924616012327533098869025707
174,0.000979900000000000138722670503521605667174299014732241631
175,0.000971899999999999961207766685511444393341662362217903137
176,0.000966199999999999956489383882984878226807268219999969006
177,0.000959100000000000058348746841130338935954569024033844471
178,0.000952700000000000106919236918939786207261022354941815138
179,0.000945900000000000019559039717703674554627468751277774572
180,0.000939300000000000053103745359384113555734074907377362251
181,0.000932699999999999980769332594277010173300368478521704674
182,0.000926599999999999945999380919492427466366279986687004566
183,0.000920100000000000092936097186024912986113122315146028996
184,0.000912999999999999877158104923807746544639485364314168692
185,0.000906399999999999910702810565488185545746091520413756371
186,0.000902000000000000003652026597800173135510704014450311661
187,0.000896600000000000021472320449467119374276080634444952011
188,0.000890600000000000100094379399534583185982228314969688654
189,0.000885200000000000012035554844413987041207292350009083748
190,0.000879600000000000014830064259951925009772821795195341110
191,0.000872599999999999912444082622586805086939421016722917557
192,0.000866100000000000059380798889119290606686263345181941986
193,0.000858600000000000025309474568219192391893557214643806219
194,0.000852999999999999922224865576969587976918774074874818325
195,0.000847299999999999917506482774443021810384379932656884193
196,0.000842299999999999965378345498367984589549450902268290520
197,0.000836300000000000044000404448435448401255598582793027163
198,0.000831299999999999880114030358785326413340044382493942976
199,0.000825700000000000094666776587898349148986198997590690851
200,0.000820300000000000006607952032777753004211263032630085945
201,0.000815399999999999956113588567979677534935945004690438509
202,0.000810800000000000034037020164162656854500710323918610811
203,0.000805999999999999991055548917429085520325315883383154869
204,0.000801200000000000053953196077483056569690234027802944183
205,0.000796999999999999950169959732348967662574068526737391949
206,0.000792200000000000013067606892402938711938986671157181263
207,0.000787299999999999962573243427604863242663668643217533827
208,0.000783000000000000063035351677981354967528204724658280611
209,0.000778600000000000050105449303505800173752504633739590645
210,0.000772899999999999939507948094191691623677797906566411257
211,0.000768100000000000002405595254245662673042716050986200571
212,0.000763500000000000080329026850428641992607481370214372873
213,0.000759700000000000006597359377552569625891010218765586615
214,0.000756499999999999977943045213063522069774080591741949320
215,0.000751300000000000010789123500859476578739304386544972658
216,0.000746500000000000073686770660913447628104222530964761972
217,0.000742699999999999999955103188037375261387751379515975714
218,0.000738199999999999979512308595497316332512127701193094254
219,0.000734899999999999943345102212943764641295274486765265465
220,0.000730999999999999967979660928790730523019192332867532969
221,0.000726699999999999962562650772379679864343415829353034496
222,0.000722400000000000063024759022756171589207951910793781281
223,0.000719899999999999981081571977931110595250174810644239187
224,0.000715399999999999960638777385391051666374551132321357727
225,0.000710300000000000000997747891251510310439698514528572559
226,0.000706400000000000025632306607098476192163616360630840063
227,0.000701900000000000005189512014558417263287992682307958603
228,0.000698100000000000037336962948469887280111834115814417601
229,0.000693899999999999933553726603335798372995668614748865366
230,0.000689700000000000041528727071776794232960128283593803644
231,0.000686199999999999990335736253094234271543427894357591867
232,0.000682899999999999954168529870540682580326574679929763079
233,0.000679300000000000001341765240581160867350263288244605064
234,0.000676099999999999972687451076092113311233333661220967770
235,0.000672899999999999944033136911603065755116404034197330475
236,0.000670100000000000051309510026159577122939481341745704412
237,0.000668300000000000021956568507786045074681169353425502777
238,0.000664900000000000084155588313955531631904705136548727751
239,0.000660899999999999995398136404950450994988386810291558504
240,0.000656900000000000012519802902732912741612381068989634514
241,0.000654300000000000028942842046630889996094992966391146183
242,0.000650500000000000061090292980542360012918834399897605181
243,0.000647599999999999949095537063459282478561362950131297112
244,0.000643100000000000034531860877706765933226051856763660908
245,0.000640300000000000035929115585475734917508816579356789589
246,0.000635800000000000015486320992935675988633192901033908129
247,0.000632000000000000047633771926847146005457034334540367126
248,0.000629400000000000064056811070745123259939646231941878796
249,0.000626999999999999989626516243984566401081792719196528196
250,0.000623500000000000044312643832089548823205404914915561676
251,0.000620200000000000008145437449535997131988551700487732887
252,0.000616300000000000032779996165382963013712469546590000391
253,0.000613200000000000011638574218958419592695463506970554590
254,0.000610099999999999990497152272533876171678457467351108789
255,0.000606899999999999961842838108044828615561527840327471495
256,0.000604000000000000061606319004536835848284681560471653938
257,0.000601500000000000085542250366499317237867217045277357101
258,0.000599400000000000033650632193932272784309134294744580984
259,0.000597199999999999974246121803300724195651127956807613373
260,0.000593899999999999938078915420747172504434274742379784584
261,0.000591599999999999977040631218838662164216657401993870735
262,0.000588699999999999970924993708543127013399498537182807922
263,0.000586300000000000002373817288570112538081957609392702579
264,0.000583899999999999927943522461809555679224104096647351980
265,0.000581599999999999966905238259901045339006486756261438131
266,0.000578400000000000044130042502199540166429869714193046093
267,0.000574399999999999955372590593194459529513551387935876846
268,0.000572099999999999994334306391285949189295934047549962997
269,0.000569299999999999995731561099054918173578698770143091679
270,0.000566600000000000004641708024888391292961387080140411854
271,0.000563299999999999968474501642334839601744533865712583065
272,0.000560599999999999977384648568168312721127222175709903240
273,0.000557700000000000077148129464660319953850375895854085684
274,0.000554799999999999965153373547577242419492904446087777615
275,0.000552399999999999996602197127604227944175363518297672272
276,0.000550200000000000043076805143760221739057669765315949917
277,0.000547900000000000082038520941851711398840052424930036068
278,0.000545400000000000000095333897026650404882275324780493975
279,0.000543899999999999993281069032846630761923734098672866821
280,0.000541499999999999918850774206086073903065880585927516222
281,0.000538999999999999942786705568048555292648416070733219385
282,0.000537100000000000011799990238398061492830493079964071512
283,0.000534500000000000028223029382296038747313104977365583181
284,0.000532800000000000006382980081987010834154716576449573040
285,0.000530300000000000030318911443949492223737252061255276203
286,0.000528399999999999993453077707511456040379016485530883074
287,0.000526100000000000032414793505602945700161399145144969225
288,0.000522799999999999996247587123049394008944545930717140436
289,0.000520500000000000035209302921140883668726928590331226587
290,0.000518599999999999998343469184702847485368693014606833458
291,0.000516699999999999961477635448264811302010457438882440329
292,0.000514900000000000038003812336678821637292458035517483950
293,0.000512600000000000076965528134770311297074840695131570101
294,0.000511300000000000085177047706719299924316146643832325935
295,0.000509599999999999957457879999622729627617445657961070538
296,0.000507500000000000011445380233843227557599675492383539677
297,0.000505499999999999967066654279340687239141516329254955053
298,0.000503200000000000006028370077432176898923898988869041204
299,0.000500700000000000029964301439394658288506434473674744368
300,0.000498900000000000000611359921021126240248122485354542732
301,0.000497199999999999978771310620712098327089734084438532591
302,0.000495299999999999941905476884274062143731498508714139462
303,0.000493600000000000025944545990752576614113422692753374577
304,0.000491599999999999981565820036250036295655263529624789953
305,0.000489999999999999967238662954005512517596798716112971306
306,0.000488100000000000036251947624355018717778875725343823433
307,0.000485999999999999984360329451787974264220792974811047316
308,0.000483600000000000015809153031814959788903252047020941973
309,0.000481899999999999993969103731505931875744863646104931831
310,0.000480399999999999987154838867325912232786322419997304678
311,0.000478600000000000063681015755739922568068323016632348299
312,0.000476299999999999996763613147043869844310393091291189194
313,0.000474000000000000035725328945135359504092775750905275345
314,0.000472899999999999953083514546425814017993616289459168911
315,0.000470999999999999969157240013381549026405537006212398410
316,0.000468899999999999970205181044208275764617610548157244921
317,0.000467099999999999993791798729228514908129454852314665914
318,0.000464700000000000025240622309255500432811913924524560571
319,0.000463099999999999957973906023617205462983292818535119295
320,0.000461299999999999981560523708637444606495137122692540288
321,0.000459600000000000012660033611722187885106905014254152775
322,0.000456499999999999938579052461903873272319742682157084346
323,0.000454400000000000045506111899518142394072128809057176113
324,0.000452999999999999993265180050008855694443354877876117826
325,0.000451599999999999993963807403893340186584737239172682166
326,0.000449900000000000025063317306978083465196505130734294653
327,0.000447999999999999935257924367146276090068113262532278895
328,0.000446199999999999958844542052166515233579957566689699888
329,0.000444799999999999959543169406050999725721339927986264229
330,0.000442899999999999975616894873006734734133260644739493728
331,0.000441699999999999991341306663020227496474490180844441056
332,0.000440299999999999992039934016904711988615872542141005397
333,0.000438800000000000038165228356118463537427487608511000872
334,0.000437699999999999955523413957408918051328328147064894438
335,0.000436800000000000046726061605009694410739484737860038877
336,0.000435299999999999986972237537435903576010787219274789095
337,0.000433999999999999995183757109384892203252093167975544930
338,0.000432700000000000003395276681333880830493399116676300764
339,0.000431300000000000004093904035218365322634781477972865105
340,0.000428900000000000035542727615245350847317240550182759762
341,0.000427099999999999953250226893478047607288772269384935498
342,0.000425700000000000059827972654150074482970467215636745095
343,0.000424099999999999992561256368511779513141846109647303820
344,0.000422400000000000023660766271596522791753614001208916306
345,0.000421299999999999993958511076280748497424610832240432501
346,0.000420400000000000032221599520487753665065611130557954311
347,0.000418799999999999964954883234849458695236990024568513036
348,0.000417200000000000056506844559392477300718837796011939645
349,0.000415699999999999996753020491818686465990140277426689863
350,0.000414699999999999974563657514567416306761060695862397552
351,0.000412899999999999998150275199587655450272905000019818544
352,0.000411399999999999938396451132013864615544207481434568763
353,0.000410500000000000029599098779614640974955364072229713202
354,0.000409300000000000045323510569628133737296593608334660530
355,0.000407499999999999963031009847860830497268125327536836267
356,0.000406100000000000016669196405139086181179663981311023235
357,0.000404600000000000009854931540959066538221122755203396082
358,0.000403100000000000003040666676779046895262581529095768929
359,0.000402200000000000041303755120986052062903581827413290739
360,0.000400200000000000049864588369877282936215578956762328744
361,0.000398900000000000058076107941826271563456884905463084579
362,0.000397299999999999990809391656187976593628263799473643303
363,0.000396499999999999983645813115065714704599031392717733979
364,0.000395299999999999999370224905079207466940260928822681308
365,0.000393600000000000030469734808163950745552028820384293795
366,0.000391899999999999955690126304461151640623484126990661025
367,0.000390299999999999994302528425610399054335175605956465006
368,0.000389200000000000017539832433688395951776328729465603828
369,0.000388000000000000033264244223701888714117558265570551157
370,0.000386499999999999973510420156128097879388860746985301375
371,0.000385000000000000019635714495341849428200475813355296850
372,0.000383500000000000012821449631161829785241934587247669697
373,0.000383100000000000035709439962297584436612396530108526349
374,0.000381699999999999983468508112788297736983622598927468061
375,0.000380299999999999984167135466672782229125004960224032402
376,0.000378700000000000022779537587822029642836696439189836383
377,0.000377299999999999970538605738312742943207922508008778095
378,0.000376400000000000008801694182519748110848922806326299906
379,0.000375200000000000024526105972533240873190152342431247234
380,0.000374400000000000017362527431410978984160919935675337911
381,0.000373500000000000002686056672224212960031763941515237093
382,0.000372399999999999972983801476908438665702760772546753287
383,0.000370900000000000019109095816122190214514375838916748762
384,0.000369500000000000019807723170006674706655758200213313103
385,0.000368199999999999975079683538561892142126907856436446309
386,0.000366700000000000021204977877775643690938522922806441784
387,0.000366000000000000021554291554717885937009214103454723954
388,0.000364599999999999969313359705208599237380440172273665667
389,0.000363700000000000007576448149415604405021440470591187477
390,0.000362799999999999992899977390228838380892284476431086659
391,0.000361899999999999978223506631042072356763128482270985842
392,0.000360400000000000024348800970255823905574743548640981317
393,0.000358999999999999972107869120746537205945969617459923029
394,0.000357699999999999980319388692695525833187275566160678864
395,0.000356499999999999996043800482709018595528505102265626192
396,0.000354899999999999981716643400464494817470040288753807545
397,0.000353900000000000012466839626606995850011116999667137861
398,0.000353200000000000012816153303549238096081808180315420032
399,0.000352199999999999990626790326297967936852728598751127720
400,0.000351300000000000028889878770504973104493728897068649530
401,0.000349999999999999984161839139060190539964878553291782737
402,0.000348799999999999999886250929073683302306108089396730065
403,0.000347299999999999993071986064893663659347566863289102912
404,0.000346500000000000038847966727165172962088490749010816216
405,0.000345899999999999993770613418778148151488949224585667253
406,0.000344899999999999971581250441526877992259869643021374941
407,0.000344299999999999979443456336533624373430484411073848605
408,0.000343799999999999994818554449604874889701022766530513763
409,0.000342100000000000025918064352689618168312790658092126250
410,0.000340999999999999996215809157373843873983787489123642445
411,0.000339999999999999974026446180122573714754707907559350133
412,0.000338799999999999989750857970136066477095937443664297462
413,0.000337499999999999997962377542085055104337243392365053296
414,0.000336300000000000013686789332098547866678472928470000625
415,0.000335399999999999999010318572911781842549316934309899807
416,0.000334599999999999991846740031789519953520084527553990483
417,0.000333199999999999992545367385674004445661466888850554824
418,0.000332100000000000015782671393752001343102620012359693646
419,0.000331099999999999993593308416500731183873540430795401335
420,0.000329900000000000009317720206514223946214769966900348663
421,0.000328500000000000010016347560398708438356152328196913004
422,0.000327499999999999987826984583147438279127072746632620692
423,0.000326799999999999988176298260089680525197763927280902863
424,0.000325499999999999996387817832038669152439069875981658697
425,0.000324399999999999966685562636722894858110066707013174891
426,0.000323399999999999997435758862865395890651143417926505208
427,0.000322800000000000005297964757872142271821758185978978872
428,0.000321999999999999998134386216749880382792525779223069549
429,0.000321500000000000013509484329821130899063064134679734707
430,0.000320900000000000021371690224827877280233678902732208371
431,0.000319899999999999999182327247576607121004599321167916059
432,0.000319099999999999992018748706454345231975366914412006736
433,0.000318199999999999977342277947267579207846210920251905918
434,0.000317400000000000023118258609539088510587134805973619223
435,0.000317300000000000015605366391474584375487211218569427729
436,0.000316500000000000008441787850352322486457978811813518405
437,0.000315100000000000009140415204236806978599361173110082746
438,0.000313999999999999979438160008921032684270358004141598940
439,0.000313600000000000002326150340056787335640819947002455592
440,0.000312400000000000018050562130070280097982049483107402921
441,0.000311500000000000003374091370883514073852893488947302103
442,0.000310599999999999988697620611696748049723737494787201285
443,0.000309599999999999966508257634445477890494657913222908974
444,0.000308800000000000012284238296716987193235581798944622278
445,0.000308299999999999974719777206394466517735963861923664808
446,0.000307199999999999997957081214472463415177116985432803631
447,0.000306699999999999960392620124149942739677499048411846161
448,0.000306499999999999998306394891414705661247808166081085801
449,0.000305799999999999998655708568356947907318499346729367971
450,0.000304799999999999976466345591105677748089419765165075660
451,0.000303900000000000014729434035312682915730420063482597470
452,0.000302899999999999992540071058061412756501340481918305159
453,0.000302400000000000007915169171132663272771878837374970317
454,0.000301499999999999993238698411945897248642722843214869499
455,0.000300400000000000016476002420023894146083875966724008322
456,0.000299199999999999979260855006643615716654949210351333022
457,0.000298499999999999979610168683585857962725640390999615192
458,0.000297400000000000002847472691663854860166793514508754015
459,0.000295899999999999996033207827483835217208252288401126862
460,0.000295099999999999988869629286361573328179019881645217538
461,0.000294499999999999996731835181368319709349634649697691202
462,0.000293900000000000004594041076375066090520249417750164866
463,0.000293099999999999997430462535252804201491017010994255543
464,0.000292500000000000005292668430259550582661631779046729207
465,0.000291900000000000013154874325266296963832246547099202871
466,0.000290600000000000021366393897215285591073552495799958706
467,0.000289200000000000022065021251099770083214934857096523046
468,0.000288500000000000022414334928042012329285626037744805217
469,0.000287799999999999969824089401590483383586160925915464759
470,0.000287300000000000038138746718055505091626855573849752545
471,0.000286699999999999993061393409668480281027314049424603581
472,0.000285899999999999985897814868546218391998081642668694258
473,0.000285500000000000008785805199681973043368543585529550910
474,0.000284599999999999994109334440495207019239387591369450092
475,0.000283700000000000032372422884702212186880387889686971903
476,0.000283100000000000040234628779708958568051002657739445567
477,0.000282499999999999995157275471321933757451461133314296603
478,0.000281499999999999972967912494070663598222381551750004292
479,0.000281099999999999995855902825206418249592843494610860944
480,0.000280399999999999996205216502148660495663534675259143114
481,0.000279800000000000004067422397155406876834149443311616778
482,0.000278899999999999989390951637968640852704993449151515961
483,0.000278299999999999997253157532975387233875608217203989625
484,0.000277899999999999967201588660717370693475913867587223649
485,0.000277299999999999975063794555724117074646528635639697313
486,0.000276699999999999982926000450730863455817143403692170978
487,0.000276099999999999990788206345737609836987758171744644642
488,0.000275499999999999998650412240744356218158372939797118306
489,0.000274900000000000006512618135751102599328987707849591970
490,0.000274600000000000036913500684951361385799373238114640117
491,0.000274099999999999999349039594628840710299755301093682647
492,0.000273799999999999976810362940435328304999984538881108165
493,0.000273500000000000007211245489635587091470370069146156311
494,0.000273099999999999977159676617377570551070675719529390335
495,0.000272700000000000000047666948513325202441137662390246987
496,0.000271600000000000023284970956591322099882290785899385810
497,0.000270600000000000001095607979340051940653211204335093498
498,0.000269799999999999993932029438217790051623978797579184175
499,0.000269200000000000001794235333224536432794593565631657839
500,0.000268399999999999994630656792102274543765361158875748515
501,0.000268000000000000017518647123238029195135823101736605167
502,0.000267300000000000017867960800180271441206514282384887338
503,0.000266299999999999995678597822929001281977434700820595026
504,0.000265800000000000011053695936000251798247973056277260184
505,0.000264599999999999973838548522619973368819046299904584885
506,0.000263700000000000012101636966826978536460046598222106695
507,0.000262799999999999997425166207640212512330890604062005877
508,0.000262200000000000005287372102646958893501505372114479542
509,0.000261800000000000028175362433782713544871967314975336194
510,0.000261299999999999990610901343460192869372349377954378724
511,0.000260999999999999968072224689266680464072578615741804242
512,0.000260299999999999968421538366208922710143269796390086412
513,0.000259699999999999976283744261215669091313884564442560077
514,0.000259299999999999999171734592351423742684346507303416729
515,0.000258700000000000007033940487358170123854961275355890393
516,0.000258299999999999976982371615100153583455266925739124417
517,0.000257300000000000007732567841242654615996343636652454734
518,0.000256999999999999985193891187049142210696572874439880252
519,0.000256399999999999993056097082055888591867187642492353916
520,0.000255300000000000016293401090133885489308340766001492739
521,0.000254699999999999971216047781746860678708799241576343775
522,0.000254199999999999986591145894818111194979337597033008933
523,0.000254000000000000024504920662082874116549646714702248573
524,0.000253399999999999979427567353695849305950105190277099609
525,0.000252700000000000032716440234031862743790952663403004408
526,0.000251799999999999965100410271451325527891640376765280962
527,0.000251400000000000040927959805980851371032258612103760242
528,0.000251199999999999972962616166458071909062255144817754626
529,0.000251000000000000010876390933722834830632564262486994267
530,0.000250099999999999996199920174536068806503408268326893449
531,0.000249500000000000004062126069542815187674023036379367113
532,0.000248900000000000011924331964549561568844637804431840777
533,0.000247899999999999989734968987298291409615558222867548466
534,0.000246999999999999975058498228111525385486402228707447648
535,0.000246599999999999997946488559247280036856864171568304300
536,0.000246000000000000005808694454254026418027478939620777965
537,0.000245599999999999975757125581996009877627784590004011989
538,0.000245099999999999991132223695067260393898322945460677147
539,0.000244700000000000014020214026203015045268784888321533799
540,0.000244200000000000029395312139274265561539323243778198957
541,0.000243900000000000006856635485080753156239552481565624475
542,0.000243500000000000029744625816216507807610014424426481128
543,0.000243200000000000007205949162022995402310243662213906646
544,0.000242999999999999992180164725893987132110396487405523658
545,0.000242500000000000007555262838965237648380934842862188816
546,0.000242299999999999992529478402836229378181087668053805828
547,0.000241300000000000023279674628978730410722164378967136145
548,0.000240699999999999978202321320591705600122622854541987181
549,0.000240300000000000001090311651727460251493084797402843833
550,0.000239900000000000023978301982863214902863546740263700485
551,0.000239300000000000031840507877869961284034161508316174150
552,0.000239099999999999963875164238347181822064158041030168533
553,0.000238499999999999971737370133353928203234772809082642198
554,0.000238300000000000009651144900618691124805081926751881838
555,0.000237799999999999998556463411993056045190542135969735682
556,0.000237000000000000017862664472567679752046387875452637672
557,0.000236700000000000021793767420071052942631695259478874505
558,0.000236499999999999980298203382245159076546769938431680202
559,0.000235700000000000026074184044516668379287693824153393507
560,0.000235499999999999984578620006690774513202768503106199205
561,0.000235299999999999996022615172258651838887999474536627531
562,0.000234799999999999984927933683633016759273459683754481375
563,0.000234300000000000000303031796704267275543998039211146533
564,0.000233899999999999996721242526143136331029381835833191872
565,0.000233199999999999997070556203085378577100073016481474042
566,0.000232800000000000019958546534221133228470534959342330694
567,0.000231899999999999978812296173337481608456300818943418562
568,0.000231700000000000016726070940602244530026609936612658203
569,0.000231499999999999975230506902776350663941684615565463901
570,0.000230599999999999987023815745286470235697606767644174397
571,0.000229999999999999994886021640293216616868221535696648061
572,0.000229599999999999991304232369732085672353605332318693399
573,0.000228999999999999999166438264738832053524220100371167064
574,0.000228500000000000014541536377810082569794758455827832222
575,0.000227900000000000022403742272816828950965373223880305886
576,0.000227500000000000018821953002255698006450757020502351224
577,0.000226799999999999992701487077501054656636370054911822081
578,0.000226200000000000000563692972507801037806984822964295745
579,0.000225799999999999996981903701946670093292368619586341083
580,0.000225299999999999985887222213321035013677828828804194927
581,0.000224600000000000012706315491960162855633598155691288412
582,0.000224100000000000001611634003334527776019058364909142256
